clean_month,clean_hour,prod_w
Décembre 2023,Vendredi 10h,84.15391203703703
Décembre 2023,Vendredi 11h,128.01162490615616
Décembre 2023,Vendredi 12h,154.6417597284785
Décembre 2023,Vendredi 13h,156.6994904279279
Décembre 2023,Vendredi 14h,130.90122966716717
Décembre 2023,Vendredi 15h,84.24717686436436
Décembre 2023,Vendredi 16h,33.37235407282282
Décembre 2023,Vendredi 17h,5.186394519519519
Décembre 2023,Vendredi 18h,4.562709271771771
Décembre 2023,Vendredi 19h,3.834063594844845
Décembre 2023,Vendredi 1h,0.0
Décembre 2023,Vendredi 20h,2.4962418668668667
Décembre 2023,Vendredi 21h,1.0976526526526527
Décembre 2023,Vendredi 22h,0.07732091466466466
Décembre 2023,Vendredi 23h,0.0
Décembre 2023,Vendredi 2h,0.0
Décembre 2023,Vendredi 3h,2.9222772772772774
Décembre 2023,Vendredi 4h,8.195845845845845
Décembre 2023,Vendredi 5h,13.424257695195195
Décembre 2023,Vendredi 6h,16.973752971721723
Décembre 2023,Vendredi 7h,19.032350788288287
Décembre 2023,Vendredi 8h,19.775796421421422
Décembre 2023,Vendredi 9h,33.70357685810811
Février 2023,Dimanche 0h,0.0
Février 2023,Dimanche 10h,148.93280671296296
Février 2023,Dimanche 11h,206.03684950575575
Février 2023,Dimanche 12h,244.65044137887887
Février 2023,Dimanche 13h,243.52254504504504
Février 2023,Dimanche 14h,228.38246355730732
Février 2023,Dimanche 15h,185.89720579954954
Février 2023,Dimanche 16h,126.0971823385886
Février 2023,Dimanche 17h,54.856232013263266
Février 2023,Dimanche 18h,7.921350725725726
Février 2023,Dimanche 19h,5.08366382007007
Février 2023,Dimanche 1h,0.0
Février 2023,Dimanche 20h,3.77408643018018
Février 2023,Dimanche 21h,1.8924095970970969
Février 2023,Dimanche 22h,0.41491663538538537
Février 2023,Dimanche 23h,0.0010732607607607607
Février 2023,Dimanche 2h,0.0
Février 2023,Dimanche 3h,0.6026291916916917
Février 2023,Dimanche 4h,4.539200137637637
Février 2023,Dimanche 5h,9.286303021771772
Février 2023,Dimanche 6h,13.307248967717717
Février 2023,Dimanche 7h,16.133550425425426
Février 2023,Dimanche 8h,21.328700575575574
Février 2023,Dimanche 9h,75.92391297547547
Février 2023,Jeudi 0h,0.0
Février 2023,Jeudi 10h,150.69871546546545
Février 2023,Jeudi 11h,204.40327552552554
Février 2023,Jeudi 12h,238.4557473723724
Février 2023,Jeudi 13h,230.37457895395397
Février 2023,Jeudi 14h,225.85099687187184
Février 2023,Jeudi 15h,185.13713138138138
