code,p_w_m2_ete_jour,p_w_m2_ete_nuit,p_w_m2_hiver_jour,p_w_m2_hiver_nuit,p_w_m2_intersaison_jour,p_w_m2_intersaison_nuit
824,121.15649058631966,66.82773610901009,95.9785590941817,64.44016877700766,81.52809178625654,59.134124136457025
826,99.2376352424616,56.05064711231324,67.53680092795693,36.76270964445374,59.64595227296297,43.207556475173746
827,72.53239878531951,46.23684624894484,65.61650547204378,44.780398986741154,59.93146546418112,39.253432494449974
837,68.23130759015109,29.657517529446825,53.851220664965915,22.859925096074637,48.23700202150741,20.98598509919563
838,97.16841714408737,40.995795043807625,59.854372994940796,26.271100535183074,54.71546020203435,29.435069946475213
840,107.01764425644129,56.69266268523143,76.96522613455988,55.46134349023544,70.38477235273415,45.03192833610896
845,71.21812718450711,37.89287844731537,63.693121655394485,46.75531706241666,60.947074693943414,40.83650855365875
847,84.87629615558595,45.68393048647173,60.83060908221501,33.93138887494041,48.78253600233474,31.420820912780155
849,75.31491071730504,34.1066539560043,77.01697155546498,43.44512647514906,65.78344754712582,37.973748888163634
850,114.17224618191618,41.51120763414563,89.72564188768992,38.578368042143524,85.0337054979156,41.11969865411042
851,76.17118928145061,38.4625873284058,63.137969284858904,35.08530548506555,56.485765809925624,30.871493338428692
857,69.17934866912071,30.620897378220555,56.145076524497036,28.34395456707169,52.10308211105135,27.85948723689585
859,109.90780803622167,57.61909559792564,98.41678988478365,45.73901837093637,82.87962453266333,48.40284569706812
862,94.03272462186693,24.881545549850504,91.16170411000763,40.232001616009505,59.51146624150453,31.282809553886025
864,83.01500191676743,36.58409678252776,75.46631039353242,42.1050216460617,64.49654359638507,34.43114639396171
867,76.92576752020531,48.34777504200148,58.551161864823214,36.30208255338194,59.566802063161624,43.567753678697315
868,132.1747144388865,49.04121113011259,90.5374028055414,37.847961467062355,87.68938490260778,35.97264437094349
871,115.81152231791084,49.77851268173752,82.12436521753706,38.576359908187406,76.95891759019335,43.95312669376131
872,48.63137378614229,39.41284689901891,58.89577047572429,36.44865171434711,39.671992711029695,36.20853637415489
876,70.04387628809617,41.20261845732633,59.20239448211598,36.77119787802676,57.98821949715036,40.27783705412006
877,59.153499580894916,32.23210757102279,50.77848550009548,28.25584230034125,45.813012705255254,28.836900918604137
879,86.14621816618163,37.81520013264432,69.82697773193237,39.29312977623412,63.368288829073805,33.75454537736948
881,54.327391144928804,36.79839037967186,42.77668713350411,26.878343347116875,42.76398294798595,27.764553684236574
888,90.60383881988488,38.20330955371326,70.80880197816329,35.063493408014175,67.44925519128319,33.975053980012014
892,136.90303536712034,56.51310653383702,126.58196673756889,60.00447076345914,117.0587579803189,51.3960560324542
893,93.8629928107084,55.889155822203186,75.51156298897847,43.21495136137232,65.5149891168962,38.73203259337445
895,63.06833103037494,30.138113770631637,50.28024781828588,24.89614765808623,47.044238660659246,24.761504654791512
906,181.87684093434083,76.49546859395983,114.81123469609919,50.109614005870014,118.74063703211206,61.415732792358526
926,71.70485710184153,45.62723638098586,67.52395120111792,42.03467337131584,55.07044551922256,38.79327731357914
927,41.76305561547504,49.0843822897017,117.73110157212408,57.68769029810838,101.74055342833593,42.63048305547737
934,119.4824298938535,76.97369468015144,72.21773650321065,52.520233909739204,61.00644849171379,50.19525297694404
935,61.86931493498768,28.7863820828328,55.20131313092302,27.433767784558786,48.85040785627994,26.30967915109828
938,122.030400595142,77.17595699279019,98.935243075212,72.08520363208623,94.04770249530043,73.32463614963025
945,88.99673581483349,45.61339585427354,69.85597060452388,41.34598627086662,70.21090835103007,38.57067601699813
947,94.84573872849396,39.946582936816654,70.01923134191063,37.68847637675565,62.765215331194035,33.55205351967506
949,85.89018023036685,34.34650301585557,73.57094050279487,35.51500572474119,63.036916311690725,35.788647972834234
950,24.243225087800123,10.781989264596326,20.525548465477574,10.695560023712336,18.39562672803991,10.056194770513645
951,85.90341358658723,45.352761649916076,69.81215561136688,42.42223084055824,68.37736385460087,38.446771728961664
954,46.281411582469154,26.65838110538722,25.5861354332908,14.94030962764458,33.73810472923374,23.535959971296407
957,56.81913181838586,25.928999417068255,52.86256096564871,24.83143158018957,44.16856394148187,24.431148704353525
959,90.2361321697441,45.50077884127028,63.92691817119752,41.377719953219405,59.51809905531417,32.87134380323102
960,87.48359683140197,36.23252130363024,82.39528761990877,31.1638582102105,62.05896166592332,30.448679148739075
962,90.30655168168428,62.82800122626427,64.52916055633919,37.663570625843334,68.1740695847382,52.05942382636144
964,115.85736222877593,46.072119845246576,98.7846080051377,44.58731498225436,90.01831609162137,43.144652028933386
968,123.5736084567287,45.64517943484398,102.49121247374198,45.32210407144488,95.98070261649069,45.507524027164074
971,99.03574157103908,54.68675294108512,107.51787036902155,75.89183547884018,79.86045041708103,63.699152924778595
977,83.064798067298,40.039456233541685,75.30502062940606,39.259818281329736,59.275787708214025,36.19062041356828
986,75.1603030555919,35.443045594936734,56.73473400581671,24.487460862041594,54.864904924978006,26.078669319927727
991,93.31598830890255,47.56074996239215,76.43313912324707,34.99501191586111,67.5658515718387,33.28926645780786
992,81.63605595443683,51.96415879407499,57.43602242554941,36.924356897625245,57.27880733611883,41.08928006371644
993,60.581491889724134,34.214435836994234,52.873528800068286,28.255684535491802,48.49654162549404,31.220809182416467
1002,88.78800031212285,41.177690895336774,60.49145543831241,29.060698165741798,61.00280450157941,28.4123845456983
1006,140.2599222455954,61.28205941052861,76.12673346557031,36.44013051254359,66.85081563066956,42.12348239374422
1014,65.32305888797224,28.55567887542849,63.028062362000384,33.360245642183365,50.90966902360556,30.615945210473413
1017,59.923558310853615,31.879313703862213,47.98951009414644,28.224662375786316,47.739504611009494,27.97158858416129
1026,128.96681832697422,47.049492100598215,82.65474841818812,48.12318272831077,79.62661508668357,41.06423528656433
1027,60.35518171887171,31.12508793839988,77.06145265121113,43.59314798509846,61.5691425911927,34.13726498056156
1029,44.08828095335853,50.57415034508383,89.2775308476501,66.32625500763059,33.81849924454036,81.30319265413162
1031,134.6913794822584,49.09876037460877,94.11777898801499,53.49313152208473,72.7187570322926,35.375600700891624
1047,20.966147565777845,59.93341927576045,53.80037105424765,47.09050024822988,15.532859507518667,45.07123599742703
1049,81.16641987500599,34.15732236028108,77.41853943577686,34.1648899076852,62.14143353890697,27.584602336524032
1051,93.17706264218488,47.275353068504394,72.04685159556551,37.38162551867279,71.77272236369564,40.52050012031155
1054,62.83771617615213,33.709829591749035,72.43984107891612,48.524444268068876,59.48266411742348,37.73097026830075
1059,104.19807703336377,39.52317718957787,99.19083638357628,35.34070481391941,77.15900443083362,36.77620012129761
1064,102.13337673859986,34.20096495971915,70.3330095601964,38.61635616143384,64.3420701286303,36.054547906713886
1068,91.27867062827674,45.51046358267321,82.88259962126419,38.66227537678399,70.45398534209252,40.33956426310619
1071,43.96617632935771,21.007162777720225,32.232377119246244,13.259175859634254,31.538837145004127,15.125555224655262
